provider,model,id,type,n_fields,final_n,checkpoint_n,all_final_pass,all_checkpoint_pass
anthropic,claude-sonnet-4-5-20250929,step_response_001,step_response,7,3,4,True,True
anthropic,claude-sonnet-4-5-20250929,step_response_002,step_response,7,3,4,False,True
anthropic,claude-sonnet-4-5-20250929,step_response_003,step_response,7,3,4,True,True
anthropic,claude-sonnet-4-5-20250929,step_response_004,step_response,7,3,4,False,False
anthropic,claude-sonnet-4-5-20250929,step_response_005,step_response,7,3,4,False,True
anthropic,claude-sonnet-4-5-20250929,step_response_006,step_response,7,3,4,False,False
anthropic,claude-sonnet-4-5-20250929,step_response_007,step_response,7,3,4,True,True
anthropic,claude-sonnet-4-5-20250929,step_response_008,step_response,7,3,4,False,True
anthropic,claude-sonnet-4-5-20250929,step_response_009,step_response,7,3,4,False,True
anthropic,claude-sonnet-4-5-20250929,step_response_010,step_response,7,3,4,False,False
anthropic,claude-sonnet-4-5-20250929,step_response_011,step_response,7,3,4,False,False
anthropic,claude-sonnet-4-5-20250929,step_response_012,step_response,7,3,4,False,True
anthropic,claude-sonnet-4-5-20250929,step_response_013,step_response,7,3,4,True,True
anthropic,claude-sonnet-4-5-20250929,step_response_014,step_response,7,3,4,False,False
anthropic,claude-sonnet-4-5-20250929,step_response_015,step_response,7,3,4,False,True
anthropic,claude-sonnet-4-5-20250929,step_response_016,step_response,7,3,4,False,True
anthropic,claude-sonnet-4-5-20250929,step_response_017,step_response,7,3,4,False,True
anthropic,claude-sonnet-4-5-20250929,step_response_018,step_response,7,3,4,False,False
anthropic,claude-sonnet-4-5-20250929,step_response_019,step_response,7,3,4,False,True
anthropic,claude-sonnet-4-5-20250929,step_response_020,step_response,7,3,4,False,True
anthropic,claude-sonnet-4-5-20250929,step_response_021,step_response,7,3,4,False,False
anthropic,claude-sonnet-4-5-20250929,step_response_022,step_response,7,3,4,True,True
anthropic,claude-sonnet-4-5-20250929,step_response_023,step_response,7,3,4,True,True
anthropic,claude-sonnet-4-5-20250929,step_response_024,step_response,7,3,4,False,False
anthropic,claude-sonnet-4-5-20250929,step_response_025,step_response,7,3,4,True,True
anthropic,claude-sonnet-4-5-20250929,step_response_026,step_response,7,3,4,False,True
anthropic,claude-sonnet-4-5-20250929,step_response_027,step_response,7,3,4,False,True
anthropic,claude-sonnet-4-5-20250929,step_response_028,step_response,7,3,4,True,True
anthropic,claude-sonnet-4-5-20250929,step_response_029,step_response,7,3,4,True,True
anthropic,claude-sonnet-4-5-20250929,stress_strain_000,stress_strain,5,3,2,True,False
anthropic,claude-sonnet-4-5-20250929,stress_strain_001,stress_strain,5,3,2,True,True
anthropic,claude-sonnet-4-5-20250929,stress_strain_002,stress_strain,5,3,2,True,False
anthropic,claude-sonnet-4-5-20250929,stress_strain_003,stress_strain,5,3,2,False,False
anthropic,claude-sonnet-4-5-20250929,stress_strain_004,stress_strain,5,3,2,True,False
anthropic,claude-sonnet-4-5-20250929,stress_strain_005,stress_strain,5,3,2,True,False
anthropic,claude-sonnet-4-5-20250929,stress_strain_006,stress_strain,5,3,2,False,False
anthropic,claude-sonnet-4-5-20250929,stress_strain_007,stress_strain,5,3,2,True,True
anthropic,claude-sonnet-4-5-20250929,stress_strain_008,stress_strain,5,3,2,True,False
anthropic,claude-sonnet-4-5-20250929,stress_strain_009,stress_strain,5,3,2,True,False
anthropic,claude-sonnet-4-5-20250929,stress_strain_010,stress_strain,5,3,2,True,False
anthropic,claude-sonnet-4-5-20250929,stress_strain_011,stress_strain,5,3,2,False,True
anthropic,claude-sonnet-4-5-20250929,stress_strain_012,stress_strain,5,3,2,True,True
anthropic,claude-sonnet-4-5-20250929,stress_strain_013,stress_strain,5,3,2,True,True
anthropic,claude-sonnet-4-5-20250929,stress_strain_014,stress_strain,5,3,2,True,False
anthropic,claude-sonnet-4-5-20250929,stress_strain_015,stress_strain,5,3,2,True,False
anthropic,claude-sonnet-4-5-20250929,stress_strain_016,stress_strain,5,3,2,False,False
anthropic,claude-sonnet-4-5-20250929,stress_strain_017,stress_strain,5,3,2,False,False
anthropic,claude-sonnet-4-5-20250929,stress_strain_018,stress_strain,5,3,2,True,True
anthropic,claude-sonnet-4-5-20250929,stress_strain_019,stress_strain,5,3,2,True,False
anthropic,claude-sonnet-4-5-20250929,stress_strain_020,stress_strain,5,3,2,False,False
anthropic,claude-sonnet-4-5-20250929,stress_strain_021,stress_strain,5,3,2,True,False
anthropic,claude-sonnet-4-5-20250929,stress_strain_022,stress_strain,5,3,2,True,True
anthropic,claude-sonnet-4-5-20250929,stress_strain_023,stress_strain,5,3,2,False,False
anthropic,claude-sonnet-4-5-20250929,stress_strain_024,stress_strain,5,3,2,True,False
anthropic,claude-sonnet-4-5-20250929,stress_strain_025,stress_strain,5,3,2,True,True
anthropic,claude-sonnet-4-5-20250929,stress_strain_026,stress_strain,5,3,2,True,False
anthropic,claude-sonnet-4-5-20250929,stress_strain_027,stress_strain,5,3,2,True,True
anthropic,claude-sonnet-4-5-20250929,stress_strain_028,stress_strain,5,3,2,False,False
anthropic,claude-sonnet-4-5-20250929,stress_strain_029,stress_strain,5,3,2,True,True
anthropic,claude-sonnet-4-5-20250929,time_waveform_000,time_waveform,5,2,3,True,True
anthropic,claude-sonnet-4-5-20250929,time_waveform_001,time_waveform,5,2,3,True,True
anthropic,claude-sonnet-4-5-20250929,time_waveform_002,time_waveform,5,2,3,True,True
anthropic,claude-sonnet-4-5-20250929,time_waveform_003,time_waveform,5,2,3,True,True
anthropic,claude-sonnet-4-5-20250929,time_waveform_004,time_waveform,5,2,3,True,True
anthropic,claude-sonnet-4-5-20250929,time_waveform_005,time_waveform,6,2,4,True,False
anthropic,claude-sonnet-4-5-20250929,time_waveform_006,time_waveform,5,2,3,True,True
anthropic,claude-sonnet-4-5-20250929,time_waveform_007,time_waveform,5,2,3,False,True
anthropic,claude-sonnet-4-5-20250929,time_waveform_008,time_waveform,5,2,3,True,True
anthropic,claude-sonnet-4-5-20250929,time_waveform_009,time_waveform,5,2,3,True,True
anthropic,claude-sonnet-4-5-20250929,time_waveform_010,time_waveform,5,2,3,True,True
anthropic,claude-sonnet-4-5-20250929,time_waveform_011,time_waveform,6,2,4,True,True
anthropic,claude-sonnet-4-5-20250929,time_waveform_012,time_waveform,6,2,4,True,False
anthropic,claude-sonnet-4-5-20250929,time_waveform_013,time_waveform,5,2,3,True,True
anthropic,claude-sonnet-4-5-20250929,time_waveform_014,time_waveform,5,2,3,False,True
anthropic,claude-sonnet-4-5-20250929,time_waveform_015,time_waveform,5,2,3,False,True
anthropic,claude-sonnet-4-5-20250929,time_waveform_016,time_waveform,6,2,4,True,False
anthropic,claude-sonnet-4-5-20250929,time_waveform_017,time_waveform,5,2,3,False,True
anthropic,claude-sonnet-4-5-20250929,time_waveform_018,time_waveform,6,2,4,False,False
anthropic,claude-sonnet-4-5-20250929,time_waveform_019,time_waveform,6,2,4,False,True
anthropic,claude-sonnet-4-5-20250929,time_waveform_020,time_waveform,6,2,4,True,False
anthropic,claude-sonnet-4-5-20250929,time_waveform_021,time_waveform,5,2,3,True,True
anthropic,claude-sonnet-4-5-20250929,time_waveform_022,time_waveform,5,2,3,True,True
anthropic,claude-sonnet-4-5-20250929,time_waveform_023,time_waveform,6,2,4,True,True
anthropic,claude-sonnet-4-5-20250929,time_waveform_024,time_waveform,5,2,3,True,True
anthropic,claude-sonnet-4-5-20250929,time_waveform_025,time_waveform,6,2,4,False,False
anthropic,claude-sonnet-4-5-20250929,time_waveform_026,time_waveform,5,2,3,True,True
anthropic,claude-sonnet-4-5-20250929,time_waveform_027,time_waveform,6,2,4,False,False
anthropic,claude-sonnet-4-5-20250929,time_waveform_028,time_waveform,6,2,4,False,False
anthropic,claude-sonnet-4-5-20250929,time_waveform_029,time_waveform,5,2,3,True,True
anthropic,claude-sonnet-4-5-20250929,torque_speed_000,torque_speed,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,torque_speed_001,torque_speed,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,torque_speed_002,torque_speed,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,torque_speed_003,torque_speed,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,torque_speed_004,torque_speed,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,torque_speed_005,torque_speed,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,torque_speed_006,torque_speed,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,torque_speed_007,torque_speed,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,torque_speed_008,torque_speed,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,torque_speed_009,torque_speed,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,torque_speed_010,torque_speed,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,torque_speed_011,torque_speed,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,torque_speed_012,torque_speed,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,torque_speed_013,torque_speed,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,torque_speed_014,torque_speed,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,torque_speed_015,torque_speed,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,torque_speed_016,torque_speed,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,torque_speed_017,torque_speed,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,torque_speed_018,torque_speed,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,torque_speed_019,torque_speed,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,torque_speed_020,torque_speed,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,torque_speed_021,torque_speed,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,torque_speed_022,torque_speed,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,torque_speed_023,torque_speed,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,torque_speed_024,torque_speed,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,torque_speed_025,torque_speed,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,torque_speed_026,torque_speed,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,torque_speed_027,torque_speed,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,torque_speed_028,torque_speed,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,torque_speed_029,torque_speed,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_000,transfer_characteristic,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_001,transfer_characteristic,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_002,transfer_characteristic,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_003,transfer_characteristic,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_004,transfer_characteristic,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_005,transfer_characteristic,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_006,transfer_characteristic,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_007,transfer_characteristic,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_008,transfer_characteristic,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_009,transfer_characteristic,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_010,transfer_characteristic,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_011,transfer_characteristic,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_012,transfer_characteristic,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_013,transfer_characteristic,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_014,transfer_characteristic,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_015,transfer_characteristic,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_016,transfer_characteristic,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_017,transfer_characteristic,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_018,transfer_characteristic,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_019,transfer_characteristic,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_020,transfer_characteristic,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_021,transfer_characteristic,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_022,transfer_characteristic,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_023,transfer_characteristic,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_024,transfer_characteristic,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_025,transfer_characteristic,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_026,transfer_characteristic,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_027,transfer_characteristic,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_028,transfer_characteristic,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,transfer_characteristic_029,transfer_characteristic,3,2,1,True,True
