provider,model,id,type,field,pred,gold,abs_err,rel_err,abs_tol,rel_tol,pass,latency_s,error,tags,difficulty,edge_tag,edge_case,is_checkpoint,fq_hz
openai,gpt-4.1,bode_magnitude_012,bode_magnitude,cp_mag_at_fq_db,0.0,-0.41012306600985066,0.41012306600985066,1.0,0.8,0.08,True,1.9826769828796387,,,,,,True,4525.0216359439255
openai,gpt-4.1,bode_magnitude_013,bode_magnitude,dc_gain_db,10.0,10.937210348842425,0.9372103488424255,0.08569007260079058,0.5,0.03,False,1.6269829273223877,,,,sparse_log_ticks_wide_range,,False,10498.672428451973
openai,gpt-4.1,bode_magnitude_013,bode_magnitude,cutoff_hz,1000.0,1049.8672428451973,49.867242845197325,0.04749861773956713,5.0,0.05,True,1.6269829273223877,,,,sparse_log_ticks_wide_range,,False,10498.672428451973
openai,gpt-4.1,bode_magnitude_013,bode_magnitude,cp_mag_at_fc_db,7.0,7.926910392202613,0.926910392202613,0.11693211432216742,0.6,0.04,False,1.6269829273223877,,,,sparse_log_ticks_wide_range,,True,10498.672428451973
openai,gpt-4.1,bode_magnitude_013,bode_magnitude,cp_mag_at_fq_db,-10.0,-9.106003388984,0.893996611016,0.09817661742774153,0.8,0.08,False,1.6269829273223877,,,,sparse_log_ticks_wide_range,,True,10498.672428451973
openai,gpt-4.1,bode_magnitude_014,bode_magnitude,dc_gain_db,10.0,8.899754614439699,1.1002453855603012,0.12362648558592525,0.5,0.03,False,1.793597936630249,,,,sparse_log_ticks_wide_range,,False,2303.564210133626
openai,gpt-4.1,bode_magnitude_014,bode_magnitude,cutoff_hz,1000.0,460.7128420267252,539.2871579732748,1.170549437260947,5.0,0.05,False,1.793597936630249,,,,sparse_log_ticks_wide_range,,False,2303.564210133626
openai,gpt-4.1,bode_magnitude_014,bode_magnitude,cp_mag_at_fc_db,7.0,5.889454657799886,1.1105453422001137,0.18856505512430216,0.6,0.04,False,1.793597936630249,,,,sparse_log_ticks_wide_range,,True,2303.564210133626
openai,gpt-4.1,bode_magnitude_014,bode_magnitude,cp_mag_at_fq_db,0.0,-5.249978865268483,5.249978865268483,1.0,0.8,0.08,False,1.793597936630249,,,,sparse_log_ticks_wide_range,,True,2303.564210133626
openai,gpt-4.1,bode_phase_000,bode_phase,cutoff_hz,1000.0,671.4201548452027,328.57984515479734,0.48938037201244294,6.0,0.06,False,1.4905400276184082,,,,,,False,13428.403096904054
openai,gpt-4.1,bode_phase_000,bode_phase,phase_deg_at_fq,-81.0,-87.13759477388825,6.137594773888253,0.07043566889600963,6.0,0.08,True,1.4905400276184082,,,,,,False,13428.403096904054
openai,gpt-4.1,bode_phase_000,bode_phase,cp_phase_deg_at_fc,-45.0,-45.0,0.0,0.0,3.0,0.07,True,1.4905400276184082,,,,,,True,13428.403096904054
openai,gpt-4.1,bode_phase_001,bode_phase,cutoff_hz,50.0,43.07110550633728,6.9288944936627175,0.16087106221694802,6.0,0.06,False,1.2915608882904053,,,,,,False,215.35552753168642
openai,gpt-4.1,bode_phase_001,bode_phase,phase_deg_at_fq,-75.0,-78.69006752597979,3.690067525979785,0.046893688644522986,6.0,0.08,True,1.2915608882904053,,,,,,False,215.35552753168642
openai,gpt-4.1,bode_phase_001,bode_phase,cp_phase_deg_at_fc,-45.0,-45.0,0.0,0.0,3.0,0.07,True,1.2915608882904053,,,,,,True,215.35552753168642
openai,gpt-4.1,bode_phase_002,bode_phase,cutoff_hz,300.0,260.325474353802,39.67452564619799,0.15240354692402217,6.0,0.06,False,1.3713099956512451,,,,,,False,2603.25474353802
openai,gpt-4.1,bode_phase_002,bode_phase,phase_deg_at_fq,-80.0,-84.28940686250036,4.289406862500357,0.050889038399541495,6.0,0.08,True,1.3713099956512451,,,,,,False,2603.25474353802
openai,gpt-4.1,bode_phase_002,bode_phase,cp_phase_deg_at_fc,-45.0,-45.0,0.0,0.0,3.0,0.07,True,1.3713099956512451,,,,,,True,2603.25474353802
openai,gpt-4.1,bode_phase_003,bode_phase,cutoff_hz,1000.0,735.0530146976848,264.94698530231517,0.3604460902881726,6.0,0.06,False,1.2615480422973633,,,,,,False,3675.265073488424
openai,gpt-4.1,bode_phase_003,bode_phase,phase_deg_at_fq,-75.0,-78.69006752597979,3.690067525979785,0.046893688644522986,6.0,0.08,True,1.2615480422973633,,,,,,False,3675.265073488424
openai,gpt-4.1,bode_phase_003,bode_phase,cp_phase_deg_at_fc,-45.0,-45.0,0.0,0.0,3.0,0.07,True,1.2615480422973633,,,,,,True,3675.265073488424
openai,gpt-4.1,bode_phase_004,bode_phase,cutoff_hz,1000.0,879.7405208219407,120.25947917805934,0.1366988064454517,6.0,0.06,False,1.613821029663086,,,,,,False,17594.810416438813
openai,gpt-4.1,bode_phase_004,bode_phase,phase_deg_at_fq,-90.0,-87.13759477388825,2.862405226111747,0.03284925678221151,6.0,0.08,True,1.613821029663086,,,,,,False,17594.810416438813
openai,gpt-4.1,bode_phase_004,bode_phase,cp_phase_deg_at_fc,-45.0,-45.0,0.0,0.0,3.0,0.07,True,1.613821029663086,,,,,,True,17594.810416438813
openai,gpt-4.1,bode_phase_005,bode_phase,cutoff_hz,1000.0,632.8029117288718,367.1970882711282,0.5802708575848905,6.0,0.06,False,1.3226768970489502,,,,,,False,6328.029117288717
openai,gpt-4.1,bode_phase_005,bode_phase,phase_deg_at_fq,-80.0,-84.28940686250036,4.289406862500357,0.050889038399541495,6.0,0.08,True,1.3226768970489502,,,,,,False,6328.029117288717
openai,gpt-4.1,bode_phase_005,bode_phase,cp_phase_deg_at_fc,-45.0,-45.0,0.0,0.0,3.0,0.07,True,1.3226768970489502,,,,,,True,6328.029117288717
openai,gpt-4.1,bode_phase_006,bode_phase,cutoff_hz,400.0,380.7890949307761,19.210905069223884,0.0504502500858546,6.0,0.06,True,1.3194770812988281,,,,,,False,761.5781898615522
openai,gpt-4.1,bode_phase_006,bode_phase,phase_deg_at_fq,-60.0,-63.43494882292202,3.434948822922017,0.054149154159651644,6.0,0.08,True,1.3194770812988281,,,,,,False,761.5781898615522
openai,gpt-4.1,bode_phase_006,bode_phase,cp_phase_deg_at_fc,-45.0,-45.0,0.0,0.0,3.0,0.07,True,1.3194770812988281,,,,,,True,761.5781898615522
openai,gpt-4.1,bode_phase_007,bode_phase,cutoff_hz,1000.0,399.10993581597154,600.8900641840285,1.5055753071030964,6.0,0.06,False,1.5115327835083008,,,,,,False,3991.0993581597154
openai,gpt-4.1,bode_phase_007,bode_phase,phase_deg_at_fq,-81.0,-84.28940686250036,3.289406862500357,0.039025151379535765,6.0,0.08,True,1.5115327835083008,,,,,,False,3991.0993581597154
openai,gpt-4.1,bode_phase_007,bode_phase,cp_phase_deg_at_fc,-45.0,-45.0,0.0,0.0,3.0,0.07,True,1.5115327835083008,,,,,,True,3991.0993581597154
openai,gpt-4.1,bode_phase_008,bode_phase,cutoff_hz,1000.0,600.7721481743816,399.22785182561836,0.6645245673235463,6.0,0.06,False,1.7497599124908447,,,,,,False,3003.860740871908
openai,gpt-4.1,bode_phase_008,bode_phase,phase_deg_at_fq,-72.0,-78.69006752597979,6.690067525979785,0.08501794109874207,6.0,0.08,False,1.7497599124908447,,,,,,False,3003.860740871908
openai,gpt-4.1,bode_phase_008,bode_phase,cp_phase_deg_at_fc,-45.0,-45.0,0.0,0.0,3.0,0.07,True,1.7497599124908447,,,,,,True,3003.860740871908
openai,gpt-4.1,bode_phase_009,bode_phase,cutoff_hz,1000.0,695.930180979916,304.06981902008397,0.43692575394838234,6.0,0.06,False,1.4354476928710938,,,,,,False,1391.860361959832
openai,gpt-4.1,bode_phase_009,bode_phase,phase_deg_at_fq,-63.0,-63.43494882292202,0.4349488229220171,0.0068566118676342295,6.0,0.08,True,1.4354476928710938,,,,,,False,1391.860361959832
openai,gpt-4.1,bode_phase_009,bode_phase,cp_phase_deg_at_fc,-45.0,-45.0,0.0,0.0,3.0,0.07,True,1.4354476928710938,,,,,,True,1391.860361959832
openai,gpt-4.1,bode_phase_010,bode_phase,cutoff_hz,1000.0,1471.5051629691013,471.5051629691013,0.32042372316093737,6.0,0.06,False,1.3894858360290527,,,,,,False,7357.525814845507
openai,gpt-4.1,bode_phase_010,bode_phase,phase_deg_at_fq,-80.0,-78.69006752597979,1.309932474020215,0.016646732112508816,6.0,0.08,True,1.3894858360290527,,,,,,False,7357.525814845507
openai,gpt-4.1,bode_phase_010,bode_phase,cp_phase_deg_at_fc,-45.0,-45.0,0.0,0.0,3.0,0.07,True,1.3894858360290527,,,,,,True,7357.525814845507
openai,gpt-4.1,bode_phase_011,bode_phase,cutoff_hz,1000.0,1176.5537720891984,176.55377208919845,0.15006009608527549,6.0,0.06,False,1.4686391353607178,,,,,,False,5882.768860445993
openai,gpt-4.1,bode_phase_011,bode_phase,phase_deg_at_fq,-70.0,-78.69006752597979,8.690067525979785,0.11043410940155478,6.0,0.08,False,1.4686391353607178,,,,,,False,5882.768860445993
openai,gpt-4.1,bode_phase_011,bode_phase,cp_phase_deg_at_fc,-45.0,-45.0,0.0,0.0,3.0,0.07,True,1.4686391353607178,,,,,,True,5882.768860445993
openai,gpt-4.1,bode_phase_012,bode_phase,cutoff_hz,400.0,370.34421610059235,29.655783899407652,0.08007627123668266,6.0,0.06,False,2.6907567977905273,,,,,,False,7406.884322011847
openai,gpt-4.1,bode_phase_012,bode_phase,phase_deg_at_fq,-81.0,-87.13759477388825,6.137594773888253,0.07043566889600963,6.0,0.08,True,2.6907567977905273,,,,,,False,7406.884322011847
openai,gpt-4.1,bode_phase_012,bode_phase,cp_phase_deg_at_fc,-45.0,-45.0,0.0,0.0,3.0,0.07,True,2.6907567977905273,,,,,,True,7406.884322011847
openai,gpt-4.1,bode_phase_013,bode_phase,cutoff_hz,1000.0,283.89951658899383,716.1004834110062,2.5223730283687558,6.0,0.06,False,1.7375292778015137,,,,sparse_log_phase_region,,False,5677.990331779876
openai,gpt-4.1,bode_phase_013,bode_phase,phase_deg_at_fq,-90.0,-87.13759477388825,2.862405226111747,0.03284925678221151,6.0,0.08,True,1.7375292778015137,,,,sparse_log_phase_region,,False,5677.990331779876
openai,gpt-4.1,bode_phase_013,bode_phase,cp_phase_deg_at_fc,-45.0,-45.0,0.0,0.0,3.0,0.07,True,1.7375292778015137,,,,sparse_log_phase_region,,True,5677.990331779876
openai,gpt-4.1,bode_phase_014,bode_phase,cutoff_hz,2000.0,424.12744897795255,1575.8725510220474,3.7155636939309864,6.0,0.06,False,1.298748254776001,,,,sparse_log_phase_region,,False,2120.6372448897628
openai,gpt-4.1,bode_phase_014,bode_phase,phase_deg_at_fq,-45.0,-78.69006752597979,33.690067525979785,0.4281362131867138,6.0,0.08,False,1.298748254776001,,,,sparse_log_phase_region,,False,2120.6372448897628
openai,gpt-4.1,bode_phase_014,bode_phase,cp_phase_deg_at_fc,-45.0,-45.0,0.0,0.0,3.0,0.07,True,1.298748254776001,,,,sparse_log_phase_region,,True,2120.6372448897628
openai,gpt-4.1,bandpass_response_000,bandpass_response,resonance_hz,2000.0,2032.473050848613,32.47305084861296,0.01597711262890033,12.0,0.05,True,1.8224480152130127,,,,,,False,
openai,gpt-4.1,bandpass_response_000,bandpass_response,bandwidth_hz,800.0,868.2634141823937,68.26341418239372,0.078620627182218,18.0,0.1,True,1.8224480152130127,,,,,,False,
openai,gpt-4.1,bandpass_response_000,bandpass_response,cp_f1_3db_hz,1600.0,1644.1890192472056,44.18901924720558,0.026875875419383098,18.0,0.1,True,1.8224480152130127,,,,,,True,
openai,gpt-4.1,bandpass_response_000,bandpass_response,cp_f2_3db_hz,2400.0,2512.4524334295993,112.4524334295993,0.04475803479236308,18.0,0.1,True,1.8224480152130127,,,,,,True,
openai,gpt-4.1,bandpass_response_000,bandpass_response,cp_q_factor,2.5,2.3408484310749236,0.15915156892507643,0.06798883977806014,0.8,0.1,True,1.8224480152130127,,,,,,True,
openai,gpt-4.1,bandpass_response_001,bandpass_response,resonance_hz,1000.0,1296.9989113622848,296.99891136228484,0.22898932972143834,12.0,0.05,False,1.8640849590301514,,,,,,False,
openai,gpt-4.1,bandpass_response_001,bandpass_response,bandwidth_hz,400.0,531.2890127673907,131.28901276739066,0.24711411230495692,18.0,0.1,False,1.8640849590301514,,,,,,False,
openai,gpt-4.1,bandpass_response_001,bandpass_response,cp_f1_3db_hz,800.0,1058.278897687246,258.27889768724594,0.24405560599543896,18.0,0.1,False,1.8640849590301514,,,,,,True,
openai,gpt-4.1,bandpass_response_001,bandpass_response,cp_f2_3db_hz,1200.0,1589.5679104546366,389.5679104546366,0.24507786543276106,18.0,0.1,False,1.8640849590301514,,,,,,True,
openai,gpt-4.1,bandpass_response_001,bandpass_response,cp_q_factor,2.5,2.4412304418012463,0.058769558198753735,0.024073744613552744,0.8,0.1,True,1.8640849590301514,,,,,,True,
openai,gpt-4.1,bandpass_response_002,bandpass_response,resonance_hz,1000.0,861.0214761328932,138.9785238671068,0.1614112164673304,12.0,0.05,False,2.1103596687316895,,,,,,False,
openai,gpt-4.1,bandpass_response_002,bandpass_response,bandwidth_hz,600.0,515.9883731749273,84.01162682507265,0.16281689897030205,18.0,0.1,False,2.1103596687316895,,,,,,False,
openai,gpt-4.1,bandpass_response_002,bandpass_response,cp_f1_3db_hz,700.0,640.8489491570294,59.15105084297056,0.0923010811218114,18.0,0.1,True,2.1103596687316895,,,,,,True,
openai,gpt-4.1,bandpass_response_002,bandpass_response,cp_f2_3db_hz,1300.0,1156.8373223319568,143.16267766804322,0.12375350872969362,18.0,0.1,False,2.1103596687316895,,,,,,True,
openai,gpt-4.1,bandpass_response_002,bandpass_response,cp_q_factor,1.67,1.6686838713728052,0.001316128627194768,0.0007887225673919924,0.8,0.1,True,2.1103596687316895,,,,,,True,
openai,gpt-4.1,bandpass_response_003,bandpass_response,resonance_hz,2000.0,2161.9674591577814,161.96745915778138,0.07491669611941228,12.0,0.05,False,1.7957348823547363,,,,,,False,
openai,gpt-4.1,bandpass_response_003,bandpass_response,bandwidth_hz,2000.0,1744.755146392551,255.24485360744893,0.14629264979397952,18.0,0.1,False,1.7957348823547363,,,,,,False,
openai,gpt-4.1,bandpass_response_003,bandpass_response,cp_f1_3db_hz,1000.0,1458.962368698294,458.9623686982941,0.3145813617576624,18.0,0.1,False,1.7957348823547363,,,,,,True,
openai,gpt-4.1,bandpass_response_003,bandpass_response,cp_f2_3db_hz,3000.0,3203.717515090845,203.71751509084515,0.06358785196611459,18.0,0.1,True,1.7957348823547363,,,,,,True,
openai,gpt-4.1,bandpass_response_003,bandpass_response,cp_q_factor,1.0,1.2391237037631648,0.23912370376316483,0.19297807235625994,0.8,0.1,True,1.7957348823547363,,,,,,True,
openai,gpt-4.1,bandpass_response_004,bandpass_response,resonance_hz,600.0,641.1321052037431,41.132105203743095,0.06415542892002245,12.0,0.05,False,2.045811891555786,,,,,,False,
openai,gpt-4.1,bandpass_response_004,bandpass_response,bandwidth_hz,400.0,371.0391199075896,28.960880092410378,0.07805344110244582,18.0,0.1,True,2.045811891555786,,,,,,False,
openai,gpt-4.1,bandpass_response_004,bandpass_response,cp_f1_3db_hz,400.0,481.914244590471,81.91424459047101,0.16997680709787163,18.0,0.1,False,2.045811891555786,,,,,,True,
openai,gpt-4.1,bandpass_response_004,bandpass_response,cp_f2_3db_hz,800.0,852.9533644980606,52.95336449806064,0.062082367808259036,18.0,0.1,True,2.045811891555786,,,,,,True,
openai,gpt-4.1,bandpass_response_004,bandpass_response,cp_q_factor,1.5,1.7279366805403762,0.2279366805403762,0.13191263494047348,0.8,0.1,True,2.045811891555786,,,,,,True,
openai,gpt-4.1,bandpass_response_005,bandpass_response,resonance_hz,2000.0,2217.274575379074,217.27457537907412,0.09799173173756705,12.0,0.05,False,2.1519548892974854,,,,,,False,
openai,gpt-4.1,bandpass_response_005,bandpass_response,bandwidth_hz,2000.0,1477.9856585553562,522.0143414446438,0.3531931033450501,18.0,0.1,False,2.1519548892974854,,,,,,False,
openai,gpt-4.1,bandpass_response_005,bandpass_response,cp_f1_3db_hz,1000.0,1598.1885809569403,598.1885809569403,0.3742916124446125,18.0,0.1,False,2.1519548892974854,,,,,,True,
openai,gpt-4.1,bandpass_response_005,bandpass_response,cp_f2_3db_hz,3000.0,3076.1742395122965,76.17423951229648,0.024762654382143617,18.0,0.1,True,2.1519548892974854,,,,,,True,
openai,gpt-4.1,bandpass_response_005,bandpass_response,cp_q_factor,1.0,1.5002003318126438,0.5002003318126438,0.3334223578048858,0.8,0.1,True,2.1519548892974854,,,,,,True,
openai,gpt-4.1,bandpass_response_006,bandpass_response,resonance_hz,500.0,492.6466373357739,7.353362664226097,0.014926241461817296,12.0,0.05,True,2.0270490646362305,,,,,,False,
openai,gpt-4.1,bandpass_response_006,bandpass_response,bandwidth_hz,400.0,193.4799042891574,206.5200957108426,1.0673981696941328,18.0,0.1,False,2.0270490646362305,,,,,,False,
openai,gpt-4.1,bandpass_response_006,bandpass_response,cp_f1_3db_hz,300.0,405.31515202146886,105.31515202146886,0.25983522080588417,18.0,0.1,False,2.0270490646362305,,,,,,True,
openai,gpt-4.1,bandpass_response_006,bandpass_response,cp_f2_3db_hz,700.0,598.7950563106263,101.20494368937375,0.1690143273943021,18.0,0.1,False,2.0270490646362305,,,,,,True,
openai,gpt-4.1,bandpass_response_006,bandpass_response,cp_q_factor,1.25,2.546241890834871,1.296241890834871,0.5090804198535335,0.8,0.1,False,2.0270490646362305,,,,,,True,
openai,gpt-4.1,bandpass_response_007,bandpass_response,resonance_hz,2000.0,2446.4913232627505,446.4913232627505,0.18250272094457692,12.0,0.05,False,2.130599021911621,,,,,,False,
openai,gpt-4.1,bandpass_response_007,bandpass_response,bandwidth_hz,1000.0,853.6734118272766,146.3265881727234,0.17140815930944048,18.0,0.1,False,2.130599021911621,,,,,,False,
openai,gpt-4.1,bandpass_response_007,bandpass_response,cp_f1_3db_hz,1500.0,2056.6103678761638,556.6103678761638,0.27064454043911507,18.0,0.1,False,2.130599021911621,,,,,,True,
openai,gpt-4.1,bandpass_response_007,bandpass_response,cp_f2_3db_hz,2500.0,2910.2837797034404,410.28377970344036,0.14097724165759826,18.0,0.1,False,2.130599021911621,,,,,,True,
openai,gpt-4.1,bandpass_response_007,bandpass_response,cp_q_factor,2.0,2.8658398977497357,0.8658398977497357,0.3021243086292417,0.8,0.1,False,2.130599021911621,,,,,,True,
openai,gpt-4.1,bandpass_response_008,bandpass_response,resonance_hz,2000.0,2068.697122732821,68.69712273282084,0.03320791718512643,12.0,0.05,True,1.7592039108276367,,,,,,False,
openai,gpt-4.1,bandpass_response_008,bandpass_response,bandwidth_hz,800.0,713.5692089072941,86.43079109270593,0.12112460853665408,18.0,0.1,False,1.7592039108276367,,,,,,False,
openai,gpt-4.1,bandpass_response_008,bandpass_response,cp_f1_3db_hz,1600.0,1742.454076491947,142.45407649194703,0.0817548527756596,18.0,0.1,True,1.7592039108276367,,,,,,True,
openai,gpt-4.1,bandpass_response_008,bandpass_response,cp_f2_3db_hz,2400.0,2456.023285399241,56.023285399241104,0.022810567689766095,18.0,0.1,True,1.7592039108276367,,,,,,True,
openai,gpt-4.1,bandpass_response_008,bandpass_response,cp_q_factor,2.5,2.899084064880921,0.39908406488092085,0.13765867285994451,0.8,0.1,True,1.7592039108276367,,,,,,True,
openai,gpt-4.1,bandpass_response_009,bandpass_response,resonance_hz,2000.0,1854.366185480007,145.63381451999294,0.0785356288635598,12.0,0.05,False,1.6646459102630615,,,,,,False,
openai,gpt-4.1,bandpass_response_009,bandpass_response,bandwidth_hz,1000.0,488.13994972365117,511.86005027634883,1.0485928278685779,18.0,0.1,False,1.6646459102630615,,,,,,False,
openai,gpt-4.1,bandpass_response_009,bandpass_response,cp_f1_3db_hz,1500.0,1626.2893763005986,126.28937630059863,0.07765492300507758,18.0,0.1,True,1.6646459102630615,,,,,,True,
openai,gpt-4.1,bandpass_response_009,bandpass_response,cp_f2_3db_hz,2500.0,2114.42932602425,385.5706739757502,0.1823521217901081,18.0,0.1,False,1.6646459102630615,,,,,,True,
openai,gpt-4.1,bandpass_response_009,bandpass_response,cp_q_factor,2.0,3.798841267816357,1.798841267816357,0.4735236723513756,0.8,0.1,False,1.6646459102630615,,,,,,True,
openai,gpt-4.1,bandpass_response_010,bandpass_response,resonance_hz,100.0,115.34240032289027,15.34240032289027,0.1330161352628405,12.0,0.05,False,1.943016767501831,,,,,,False,
openai,gpt-4.1,bandpass_response_010,bandpass_response,bandwidth_hz,40.0,33.79881043335372,6.201189566646278,0.1834736041634989,18.0,0.1,True,1.943016767501831,,,,,,False,
openai,gpt-4.1,bandpass_response_010,bandpass_response,cp_f1_3db_hz,80.0,99.6744306510826,19.674430651082602,0.19738693787932773,18.0,0.1,False,1.943016767501831,,,,,,True,
openai,gpt-4.1,bandpass_response_010,bandpass_response,cp_f2_3db_hz,120.0,133.47324108443632,13.473241084436324,0.1009433874158569,18.0,0.1,True,1.943016767501831,,,,,,True,
openai,gpt-4.1,bandpass_response_010,bandpass_response,cp_q_factor,2.5,3.4126171555750027,0.9126171555750027,0.26742441767430924,0.8,0.1,False,1.943016767501831,,,,,,True,
openai,gpt-4.1,bandpass_response_011,bandpass_response,resonance_hz,3000.0,3191.536528476412,191.53652847641206,0.06001389198194404,12.0,0.05,False,1.5023858547210693,,,,,,False,
openai,gpt-4.1,bandpass_response_011,bandpass_response,bandwidth_hz,1300.0,720.3261984833189,579.6738015166811,0.8047379128195141,18.0,0.1,False,1.5023858547210693,,,,,,False,
openai,gpt-4.1,bandpass_response_011,bandpass_response,cp_f1_3db_hz,2350.0,2851.6312389211416,501.63123892114163,0.17591027622173333,18.0,0.1,False,1.5023858547210693,,,,,,True,
openai,gpt-4.1,bandpass_response_011,bandpass_response,cp_f2_3db_hz,3650.0,3571.9574374044605,78.0425625955395,0.021848682119865518,18.0,0.1,True,1.5023858547210693,,,,,,True,
openai,gpt-4.1,bandpass_response_011,bandpass_response,cp_q_factor,2.0,4.430682286992121,2.4306822869921207,0.5486022534561489,0.8,0.1,False,1.5023858547210693,,,,,,True,
openai,gpt-4.1,bandpass_response_012,bandpass_response,resonance_hz,100.0,115.60987802581847,15.609878025818475,0.13502200929865538,12.0,0.05,False,1.7364568710327148,,,,,,False,
openai,gpt-4.1,bandpass_response_012,bandpass_response,bandwidth_hz,20.0,19.277168328671493,0.7228316713285068,0.03749677644581327,18.0,0.1,True,1.7364568710327148,,,,,,False,
openai,gpt-4.1,bandpass_response_012,bandpass_response,cp_f1_3db_hz,90.0,106.37239032444961,16.37239032444961,0.15391578843449596,18.0,0.1,True,1.7364568710327148,,,,,,True,
openai,gpt-4.1,bandpass_response_012,bandpass_response,cp_f2_3db_hz,110.0,125.6495586531211,15.649558653121105,0.1245492528654606,18.0,0.1,True,1.7364568710327148,,,,,,True,
openai,gpt-4.1,bandpass_response_012,bandpass_response,cp_q_factor,5.0,5.997243788854019,0.9972437888540187,0.16628368363270699,0.8,0.1,False,1.7364568710327148,,,,,,True,
openai,gpt-4.1,bandpass_response_013,bandpass_response,resonance_hz,1000.0,675.6309898268784,324.36901017312164,0.48009788635692535,12.0,0.05,False,2.003200054168701,,,,high_Q_narrow_band_sparse,,False,
openai,gpt-4.1,bandpass_response_013,bandpass_response,bandwidth_hz,1000.0,86.86969263288836,913.1303073671116,10.511494627084772,18.0,0.1,False,2.003200054168701,,,,high_Q_narrow_band_sparse,,False,
openai,gpt-4.1,bandpass_response_013,bandpass_response,cp_f1_3db_hz,500.0,633.5908698044285,133.5908698044285,0.21084721414256524,18.0,0.1,False,2.003200054168701,,,,high_Q_narrow_band_sparse,,True,
openai,gpt-4.1,bandpass_response_013,bandpass_response,cp_f2_3db_hz,1500.0,720.4605624373169,779.5394375626831,1.0820015393007807,18.0,0.1,False,2.003200054168701,,,,high_Q_narrow_band_sparse,,True,
openai,gpt-4.1,bandpass_response_013,bandpass_response,cp_q_factor,1.0,7.7775225092840685,6.7775225092840685,0.8714243515455861,0.8,0.1,False,2.003200054168701,,hz_vs_rad_s,,high_Q_narrow_band_sparse,,True,
openai,gpt-4.1,bandpass_response_014,bandpass_response,resonance_hz,2000.0,1563.263334814585,436.73666518541495,0.27937498146287376,12.0,0.05,False,2.2220239639282227,,,,high_Q_narrow_band_sparse,,False,
openai,gpt-4.1,bandpass_response_014,bandpass_response,bandwidth_hz,2000.0,244.4480874242172,1755.5519125757828,7.181696249188417,18.0,0.1,False,2.2220239639282227,,,,high_Q_narrow_band_sparse,,False,
openai,gpt-4.1,bandpass_response_014,bandpass_response,cp_f1_3db_hz,1000.0,1445.8100665153943,445.8100665153943,0.3083462183866649,18.0,0.1,False,2.2220239639282227,,,,high_Q_narrow_band_sparse,,True,
openai,gpt-4.1,bandpass_response_014,bandpass_response,cp_f2_3db_hz,3000.0,1690.2581539396115,1309.7418460603885,0.7748768097983583,18.0,0.1,False,2.2220239639282227,,,,high_Q_narrow_band_sparse,,True,
openai,gpt-4.1,bandpass_response_014,bandpass_response,cp_q_factor,1.0,6.395072881473134,5.395072881473134,0.8436296163415036,0.8,0.1,False,2.2220239639282227,,hz_vs_rad_s,,high_Q_narrow_band_sparse,,True,
openai,gpt-4.1,time_waveform_000,time_waveform,frequency_hz,150.0,108.98006162428744,41.019938375712556,0.3763985610242195,1.0,0.02,False,2.2051358222961426,,,,,,False,
openai,gpt-4.1,time_waveform_000,time_waveform,vpp_v,6.6,6.3777657357643935,0.2222342642356061,0.03484515948734054,0.25,0.1,True,2.2051358222961426,,,,,,False,
openai,gpt-4.1,time_waveform_000,time_waveform,cp_period_s,0.0067,0.00917599040682813,0.00247599040682813,0.2698335871172741,0.02,0.05,True,2.2051358222961426,,,,,,True,
openai,gpt-4.1,time_waveform_000,time_waveform,cp_vmax_v,3.3,3.1888828678821968,0.11111713211780305,0.03484515948734054,0.15,0.1,True,2.2051358222961426,,,,,,True,
openai,gpt-4.1,time_waveform_000,time_waveform,cp_vmin_v,-3.3,-3.1888828678821968,0.11111713211780305,0.03484515948734054,0.15,0.1,True,2.2051358222961426,,,,,,True,
openai,gpt-4.1,time_waveform_000,time_waveform,cp_duty,0.5,0.6823738106003999,0.18237381060039992,0.26726378968139874,0.08,0.15,False,2.2051358222961426,,,,,,True,
openai,gpt-4.1,time_waveform_001,time_waveform,frequency_hz,120.0,115.17533246920915,4.8246675307908475,0.04188976430418092,1.0,0.02,False,1.6283929347991943,,,,,,False,
openai,gpt-4.1,time_waveform_001,time_waveform,vpp_v,3.6,3.66102940461721,0.06102940461720996,0.016670012139274548,0.25,0.1,True,1.6283929347991943,,,,,,False,
openai,gpt-4.1,time_waveform_001,time_waveform,cp_period_s,0.0083,0.00868241470253484,0.0003824147025348404,0.044044740505563965,0.02,0.05,True,1.6283929347991943,,,,,,True,
openai,gpt-4.1,time_waveform_001,time_waveform,cp_vmax_v,1.8,1.830514702308605,0.03051470230860498,0.016670012139274548,0.15,0.1,True,1.6283929347991943,,,,,,True,
openai,gpt-4.1,time_waveform_001,time_waveform,cp_vmin_v,-1.8,-1.830514702308605,0.03051470230860498,0.016670012139274548,0.15,0.1,True,1.6283929347991943,,,,,,True,
openai,gpt-4.1,time_waveform_002,time_waveform,frequency_hz,100.0,91.66752312652834,8.332476873471663,0.09089889842414937,1.0,0.02,False,2.0679290294647217,,,,,,False,
openai,gpt-4.1,time_waveform_002,time_waveform,vpp_v,7.6,7.576947217251192,0.023052782748807843,0.003042489552562973,0.25,0.1,True,2.0679290294647217,,,,,,False,
openai,gpt-4.1,time_waveform_002,time_waveform,cp_period_s,0.01,0.010908988984241494,0.0009089889842414933,0.08332476873471659,0.02,0.05,True,2.0679290294647217,,,,,,True,
